from	to	weight
GO:0007610	GO:0032963	0.306
GO:1990845	GO:0032963	0.543
GO:0006801	GO:0032963	0.334
GO:2001057	GO:0032963	0.428
GO:0006935	GO:0046683	0.373
GO:0071345	GO:0046683	0.403
GO:0060761	GO:0046683	0.378
GO:0014074	GO:0046683	0.437
GO:0033993	GO:0046683	0.639
GO:0009410	GO:0046683	0.491
GO:0050900	GO:0043542	0.485
GO:0090497	GO:0043542	0.557
GO:0030336	GO:0043542	0.32
GO:0007159	GO:0033627	0.56
GO:0031589	GO:0033627	0.669
GO:0001906	GO:0033627	0.388
GO:0140253	GO:0033627	0.388
GO:0007162	GO:0033627	0.449
GO:0006935	GO:0009410	0.454
GO:0042330	GO:0009410	0.307
GO:0071345	GO:0009410	0.315
GO:0060761	GO:0009410	0.306
GO:0014074	GO:0009410	0.343
GO:0033993	GO:0009410	0.491
GO:0046683	GO:0009410	0.491
GO:0050900	GO:0030336	0.439
GO:0002685	GO:0030336	0.64
GO:0040017	GO:0030336	0.301
GO:0007162	GO:0030336	0.326
GO:0040013	GO:0030336	0.488
GO:0090497	GO:0030336	0.39
GO:0043542	GO:0030336	0.32
GO:0022613	GO:0042255	0.526
GO:0006364	GO:0042255	0.319
GO:0043062	GO:0042255	0.336
GO:0022618	GO:0042255	0.435
GO:0016072	GO:0043414	0.326
GO:0006801	GO:0043414	0.354
GO:0009072	GO:0043414	0.319
GO:0046209	GO:0043414	0.311
GO:0032543	GO:0043414	0.313
GO:0006809	GO:0032543	0.328
GO:0043414	GO:0032543	0.313
GO:0031341	GO:0034350	0.346
GO:0052547	GO:0043255	0.303
GO:0030001	GO:0015850	0.373
GO:0006858	GO:0015850	0.403
GO:0001819	GO:0062013	0.358
GO:0010562	GO:0062013	0.407
GO:0045937	GO:0062013	0.352
GO:0040017	GO:0062013	0.347
