Gene name	Human gene name
Pcdha9	PCDHA10
Gm55040	
Gm8227	
Gm30146	
Prl7d1	
Gm23921	Y_RNA
Gm45228	
Kcnh7	KCNH7
Gm6434	
Efl1	EFL1
Ftl1-ps1	FTL
Gm54583	
Gm48979	
Gm48984	
Mir692-3	
Prl7c1	
Gm48978	
Gm6363	
Pcdha10	PCDHA4
Ripply3	RIPPLY3
Gm22020	
Gm13569	
Ighv9-2	IGHV7-4-1
Ighv9-2	IGHV7-81
Or4a2	
Gm47435	
Prl2a1	
Gm15142	
Gm22359	RNU6-775P
Gm22359	RNU6-221P
Gm22359	U6
Gm8577	
Ighv12-2	
Cldn34b1	CLDN34
Gm23503	RNU6-368P
Gm23503	RNU6-798P
Gm23503	RNU6-55P
Gm23503	RNU6-954P
Gm23503	RNU6-599P
Gm23503	RNU6-316P
Gm23503	RNU6-714P
Gm23503	U6
Gm23503	RNU6-1193P
Gm23503	RNU6-1320P
Gm23503	RNU6-1269P
Gm23503	U6
Gm23503	U6
Gm23503	RNU6-538P
Gm23503	RNU6-821P
Or4a68	OR4A16
Gm24449	
Ighv9-3	IGHV7-4-1
Ighv9-3	IGHV7-81
Magea6	MAGEA10
Npy2r	NPY2R
Pigp	PIGP
Ldc1	
Or4a69	OR4A16
Magea3	MAGEA10
Aspn	ASPN
Nptx2	NPTX2
Ighv7-3	IGHV3-15
Ighv7-3	IGHV3-72
Ighv7-3	IGHV3-49
Ighv7-3	IGHV3-73
Ighv7-3	IGHV3OR15-7
Or4a70	OR4A16
Gm6645	
Gm25257	
Magea8	MAGEA10
Ighv15-1	
L2hgdh	L2HGDH
Gm35323	
Aifm1	AIFM1
Gm43347	
Fign	FIGN
Gal	GAL
Gm30043	
Tmem130	TMEM130
Gm54647	RN7SKP216
Gm43348	
Rbm46	RBM46
Rbm15b	RBM15B
Gm10545	
Serinc2	SERINC2
Pcdha11	PCDHA11
Senp6	SENP6
Ighv14-4	IGHV1OR15-1
Ighv14-4	IGHV1-2
Ighv14-4	
Zfp825	
Gm10389	
Gm37838	
Gm13575	
Ighv3-3	IGHV4-59
Ighv3-3	IGHV4-39
Ighv3-3	IGHV4OR15-8
Ighv3-3	IGHV4-28
Ighv3-3	IGHV4-31
Ighv3-3	IGHV4-4
Ighv3-3	IGHV6-1
Ighv3-3	IGHV4-34
Ighv3-3	
Ighv3-3	
Ighv3-3	IGHV4-61
Oc90	OC90
Prl2c1	
Or4a71	OR4A16
Kcnk10	KCNK10
Nfxl1	NFXL1
Or4ae1-ps1	
Gm13577	
Gm13576	
Btaf1	BTAF1
Suv39h2	SUV39H2
Gm22476	RNU6-586P
Gm22476	RNU6-330P
Gm34165	
Gm47470	
Gm11360	
Gm18881	
Prl4a1	
Lrat	LRAT
Gm48115	
Gm48118	
Gm38141	
Hmga2	HMGA2
Gm54932	
Fgg	FGG
Gm44917	
Mir5119	
Gm54933	
Gm6081	
Gm45807	
Gm20644	
Neurod2	NEUROD2
Gm44916	
Gm55052	
Mir6368	
Mex3b	MEX3B
Gm11362	
Gm34639	
Gm22934	
Cyp2b10	
Wnt3a	WNT3A
Sox4	SOX4
Gm11363	
Erap1	ERAP1
Mir763	
Gm24298	
Wnt9a	WNT9A
Gm38289	
Gm37505	
Gm10743	
Msrb3	MSRB3
Gm13578	
Or4a72	OR4A16
Fabp3	FABP3
5330409N07Rik	
Or4a73	OR4A8
Or4a73	OR4A5
Ighv3-4	IGHV4-59
Ighv3-4	IGHV4-39
Ighv3-4	IGHV4OR15-8
Ighv3-4	IGHV4-28
Ighv3-4	IGHV4-31
Ighv3-4	IGHV4-4
Ighv3-4	IGHV6-1
Ighv3-4	IGHV4-34
Ighv3-4	
Ighv3-4	
Ighv3-4	IGHV4-61
Fga	
Gm54934	
Gm47346	
Dmac2l	DMAC2L
Fancl	FANCL
Or4a74	OR4A16
Zcchc17	ZCCHC17
Or4a75	OR4A16
Or4a76	
Or4a77	OR4A16
Lemd3	LEMD3
Pigk	PIGK
Gm18150	
Ppp6r3	PPP6R3
Gm25486	
Ighv3-5	IGHV4-59
Ighv3-5	IGHV4-39
Ighv3-5	IGHV4OR15-8
Ighv3-5	IGHV4-28
Ighv3-5	IGHV4-31
Ighv3-5	IGHV4-4
Ighv3-5	IGHV6-1
Ighv3-5	IGHV4-34
Ighv3-5	
Ighv3-5	
Ighv3-5	IGHV4-61
Zfp532	ZNF532
Sardh	SARDH
Gm15310	
Gm18551	
Ighv13-1	
Cblb	CBLB
Utp14b	UTP14A
Utp14b	UTP14C
Ighv9-4	IGHV7-4-1
Ighv9-4	IGHV7-81
Rab33a	RAB33A
Cdkl1	CDKL1
Gm45227	
Gm45225	
Snrnp40	SNRNP40
Cenpi	CENPI
5930435M05Rik	
Gm6159	
Gm44845	
Gm29536	
Gm44723	
Gm7957	
BC026762	
Gm43815	
Kcne4	KCNE4
Gm44991	
Gm34144	
Cyp2b13	
Zar1	ZAR1
Gm29187	
Gm5830	
Gm6195	
Ighv3-7	
Gm54812	
Scg2	SCG2
Mir681	
Ighv5-21	
Rnf170-ps	
Slc10a4-ps	SLC10A4
Ighv3-8	IGHV4-59
Ighv3-8	IGHV4-39
Ighv3-8	IGHV4OR15-8
Ighv3-8	IGHV4-28
Ighv3-8	IGHV4-31
Ighv3-8	IGHV4-4
Ighv3-8	IGHV6-1
Ighv3-8	IGHV4-34
Ighv3-8	
Ighv3-8	
Ighv3-8	IGHV4-61
Gm29920	
Cyp2b26-ps	
Ighv8-1	
Ighv1-1	
Gm45181	
Nkain1	NKAIN1
Ighv13-2	
Cyp2b9	
Klhl8	KLHL8
Gm19027	
Ighv12-3	IGHV4-59
Ighv12-3	IGHV4-39
Ighv12-3	IGHV4OR15-8
Ighv12-3	IGHV4-28
Ighv12-3	IGHV4-31
Ighv12-3	IGHV4-4
Ighv12-3	IGHV6-1
Ighv12-3	IGHV4-34
Ighv12-3	
Ighv12-3	
Ighv12-3	IGHV4-61
Gm24160	
Smyd3	SMYD3
Ighv6-3	IGHV3OR16-10
Ighv6-3	IGHV3-38
Ighv6-3	IGHV3-33
Ighv6-3	IGHV3-43
Ighv6-3	IGHV3-11
Ighv6-3	IGHV3-53
Ighv6-3	IGHV3OR16-12
Ighv6-3	IGHV3-48
Ighv6-3	IGHV3-20
Ighv6-3	IGHV3-21
Ighv6-3	IGHV3OR16-13
Ighv6-3	IGHV3-13
Ighv6-3	IGHV3-64
Ighv6-3	
Ighv6-3	IGHV3-66
Ighv6-3	IGHV3-64D
Ighv6-3	IGHV3-23
Ighv6-3	IGHV3-74
Ighv6-3	IGHV3-30
Ighv6-3	IGHV3-7
Ighv6-4	IGHV3OR16-10
Ighv6-4	IGHV3-38
Ighv6-4	IGHV3-33
Ighv6-4	IGHV3-43
Ighv6-4	IGHV3-11
Ighv6-4	IGHV3-53
Ighv6-4	IGHV3OR16-12
Ighv6-4	IGHV3-48
Ighv6-4	IGHV3-20
Ighv6-4	IGHV3-21
Ighv6-4	IGHV3OR16-13
Ighv6-4	IGHV3-13
Ighv6-4	IGHV3-64
Ighv6-4	
Ighv6-4	IGHV3-66
Ighv6-4	IGHV3-64D
Ighv6-4	IGHV3-23
Ighv6-4	IGHV3-74
Ighv6-4	IGHV3-30
Ighv6-4	IGHV3-7
Ighv6-5	IGHV3OR16-10
Ighv6-5	IGHV3-38
Ighv6-5	IGHV3-33
Ighv6-5	IGHV3-43
Ighv6-5	IGHV3-11
Ighv6-5	IGHV3-53
Ighv6-5	IGHV3OR16-12
Ighv6-5	IGHV3-48
Ighv6-5	IGHV3-20
Ighv6-5	IGHV3-21
Ighv6-5	IGHV3OR16-13
Ighv6-5	IGHV3-13
Ighv6-5	IGHV3-64
Ighv6-5	
Ighv6-5	IGHV3-66
Ighv6-5	IGHV3-64D
Ighv6-5	IGHV3-23
Ighv6-5	IGHV3-74
Ighv6-5	IGHV3-30
Ighv6-5	IGHV3-7
Gm24117	
Gm25391	
Gm11481	
Gm11480	
Gm8902	
Ighv6-6	IGHV3OR16-10
Ighv6-6	IGHV3-38
Ighv6-6	IGHV3-33
Ighv6-6	IGHV3-43
Ighv6-6	IGHV3-11
Ighv6-6	IGHV3-53
Ighv6-6	IGHV3OR16-12
Ighv6-6	IGHV3-48
Ighv6-6	IGHV3-20
Ighv6-6	IGHV3-21
Ighv6-6	IGHV3OR16-13
Ighv6-6	IGHV3-13
Ighv6-6	IGHV3-64
Ighv6-6	
Ighv6-6	IGHV3-66
Ighv6-6	IGHV3-64D
Ighv6-6	IGHV3-23
Ighv6-6	IGHV3-74
Ighv6-6	IGHV3-30
Ighv6-6	IGHV3-7
Cdkal1	CDKAL1
Vmn1r-ps86	
Zfp618	ZNF618
Ighv6-7	IGHV3OR16-10
Ighv6-7	IGHV3-38
Ighv6-7	IGHV3-33
Ighv6-7	IGHV3-43
Ighv6-7	IGHV3-11
Ighv6-7	IGHV3-53
Ighv6-7	IGHV3OR16-12
Ighv6-7	IGHV3-48
Ighv6-7	IGHV3-20
Ighv6-7	IGHV3-21
Ighv6-7	IGHV3OR16-13
Ighv6-7	IGHV3-13
Ighv6-7	IGHV3-64
Ighv6-7	
Ighv6-7	IGHV3-66
Ighv6-7	IGHV3-64D
Ighv6-7	IGHV3-23
Ighv6-7	IGHV3-74
Ighv6-7	IGHV3-30
Ighv6-7	IGHV3-7
Gm54908	
Sh2b1	SH2B1
Gm48341	
Wif1	WIF1
Ighv8-2	IGHV2-70D
Ighv8-2	IGHV2OR16-5
Ighv8-2	IGHV2-70
Ighv8-2	IGHV2-5
Ighv8-2	IGHV2-26
Zfp212	ZNF212
Ighv1-2	
Mir7094-1	
Ighv10-1	IGHV3OR16-10
Ighv10-1	IGHV3-38
Ighv10-1	IGHV3-33
Ighv10-1	IGHV3-43
Ighv10-1	IGHV3-11
Ighv10-1	IGHV3-53
Ighv10-1	IGHV3OR16-12
Ighv10-1	IGHV3-48
Ighv10-1	IGHV3-20
Ighv10-1	IGHV3-21
Ighv10-1	IGHV3OR16-13
Ighv10-1	IGHV3-13
Ighv10-1	IGHV3-64
Ighv10-1	
Ighv10-1	IGHV3-66
Ighv10-1	IGHV3-64D
Ighv10-1	IGHV3-23
Ighv10-1	IGHV3-74
Ighv10-1	IGHV3-30
Ighv10-1	IGHV3-7
Ighv1-3	
Ighv1-4	IGHV1OR15-1
Ighv1-4	IGHV1-2
Ighv1-4	
Ighv10-2	
Gm17825	
Ighv1-5	IGHV1OR15-1
Ighv1-5	IGHV1-2
Ighv1-5	
Vmn1r42	VN1R5
Mir7094-2	
Ighv10-3	IGHV3OR16-10
Ighv10-3	IGHV3-38
Ighv10-3	IGHV3-33
Ighv10-3	IGHV3-43
Ighv10-3	IGHV3-11
Ighv10-3	IGHV3-53
Ighv10-3	IGHV3OR16-12
Ighv10-3	IGHV3-48
Ighv10-3	IGHV3-20
Ighv10-3	IGHV3-21
Ighv10-3	IGHV3OR16-13
Ighv10-3	IGHV3-13
Ighv10-3	IGHV3-64
Ighv10-3	
Ighv10-3	IGHV3-66
Ighv10-3	IGHV3-64D
Ighv10-3	IGHV3-23
Ighv10-3	IGHV3-74
Ighv10-3	IGHV3-30
Ighv10-3	IGHV3-7
Ap1s3	AP1S3
Vmn1r43	VN1R5
Ighv1-6	
Spata7	SPATA7
Prss38	PRSS38
Cerk	CERK
Zfp956	
Sardhos	
Or4a78	OR4A8
Or4a78	OR4A5
Gm12713	
Ppp1r1b	PPP1R1B
Gm5561	
Gm37886	
Hspa14	HSPA14
Tfb2m	TFB2M
Ambp	AMBP
Gm43547	
Gm24897	
Cnga1	CNGA1
Gm6443	
Vmn1r44	VN1R5
Gm54519	RN7SKP13
Gm29742	
Gm49068	
Gm22818	
Gm48410	
Hhla1	HHLA1
Gm10741	
Gm48426	
Tbc1d30	TBC1D30
Gm15480	
Cnst	CNST
Vmn1r-ps28	
Zfp777	ZNF777
Ctnnbip1	CTNNBIP1
Rpl29-ps1	
Fgb	FGB
Gm5297	
Nipal1	NIPAL1
Gm25558	
Gm20648	
Gm17477	
Foxred1	FOXRED1
Or4a79	OR4A16
St6galnac5	ST6GALNAC5
Gm45738	
Gm54714	
Gm13066	
Ptcd3	PTCD3
F7	F7
Kif12	KIF12
Or4a80	OR4A8
Or4a80	OR4A5
Snap47	SNAP47
Gm2991	
Tbc1d22a	TBC1D22A
Hsd17b13	HSD17B13
Grb14	GRB14
Col3a1	COL3A1
Gm4478	
Gm48435	
Gns	GNS
Gm16232	
Gm42710	
St6galnac3	ST6GALNAC3
Gm45458	
Gm23604	SNORA17A
Gm23604	
Nfat5	NFAT5
Acot9	ACOT9
A530083M17Rik	
Gm54661	
4930597L12Rik	
Gm54662	
Gm22206	
Gm43833	
Gm25757	
Bbs7	BBS7
Cacna1d	CACNA1D
Vrk2	VRK2
A930001M01Rik	
Gm49465	
Kcnq3	KCNQ3
Gm18730	
Ighv1-7	IGHV1OR15-1
Ighv1-7	IGHV1-2
Ighv1-7	
Rassf3	RASSF3
Gm8200	
Gm49466	
Ighv10-4	
Gm27153	
Hsd17b11	HSD17B11
Gm49467	
Gm47370	
Gm54525	
Gm47372	
Gm30929	
Ighv1-8	
Gm19077	
Gm49469	
Ighv1-10	
Gm54527	
Dnaaf11	DNAAF11
Gm650	
Gm48591	
Gm50454	
Ighv1-11	IGHV1OR15-1
Ighv1-11	IGHV1-2
Ighv1-11	
Prdx4	PRDX4
Slc16a10	SLC16A10
Ighv1-12	IGHV1OR15-1
Ighv1-12	IGHV1-2
Ighv1-12	
Gm54637	
Ighv1-13	
Msantd7	MSANTD7
Ighv1-14	
Ighv1-15	IGHV1OR15-1
Ighv1-15	IGHV1-2
Ighv1-15	
Ighv1-16	IGHV1OR15-1
Ighv1-16	IGHV1-2
Ighv1-16	
Ighv1-17-1	
Ighv1-17	
Pum1	PUM1
Ighv1-19-1	
Or4a81	OR4A16
Tafa5	TAFA5
Ighv1-21-1	
Gm43545	
Ighv1-21	
Gm25613	
Nudt9	NUDT9
Gm47598	
Or4c12b	OR4C12
Tbk1	TBK1
Ighv1-22	IGHV1OR15-1
Ighv1-22	IGHV1-2
Ighv1-22	
Gm15158	
Gm8606	
Gm54626	
Cdnf	CDNF
Ptchd1	PTCHD1
Ighv1-23	IGHV1OR15-1
Ighv1-23	IGHV1-2
Ighv1-23	
Gm11364	
Ighv1-24	IGHV1OR15-1
Ighv1-24	IGHV1-2
Ighv1-24	
E2f3	E2F3
Ighv1-25	
Mir6393	
Gm49472	
Gm6899	
Ighv1-26	IGHV1OR15-1
Ighv1-26	IGHV1-2
Ighv1-26	
Gm15156	
Gm12071	
B230214G05Rik	
Gm12070	
Gm13186	
Gm15155	
Gm13182	
Gm12072	
Or4a47	OR4A47
Gm12073	
Tmem71	TMEM71
Stard3	STARD3
Gm48696	
Gm15160	
Ighv1-27	
Gm23940	
Gm48683	
Btbd35f24	
Lrp5	LRP5
Ighv1-28	
Or4c58	
Gm37643	
Drp2	DRP2
Gm50115	
Gm50462	
Ighv1-29	
Vmn1r45	VN1R5
Pcdha12	PCDHA13
Or4c10b	
Ighv1-30	
Ighv1-31	IGHV1OR15-1
Ighv1-31	IGHV1-2
Ighv1-31	
Sik2	SIK2
Or4c10	OR4C13
Or4c10	OR4C46
Ighv1-32	
Zdhhc25	
Ighv1-33	
Or4c12	OR4C12
Snord94	SNORD94
Ighv1-34	IGHV1OR15-1
Ighv1-34	IGHV1-2
Ighv1-34	
Brd1	BRD1
Vmn1r46	VN1R5
Fam107b	FAM107B
Ighv1-35	
Gm23513	
Vmn1r-ps29	
Alcam	ALCAM
Ptpn21	PTPN21
Zfp746	ZNF746
Mir5619	
Scpppq1	SCPPPQ1
Xpot	XPOT
Vmn1r184	
Cyp2a4	CYP2A13
Cyp2a4	CYP2A7
Cyp2a4	CYP2A6
Gm11365	
Gm11368	
Gm47259	
Gm11367	
Mboat1	MBOAT1
Oacyl	
Vmn1r47	VN1R5
Gm12074	
Gm43333	
Gm54944	
Gm24850	
Gm23838	
Gm13183	
Gm25387	
Gm42718	
Gm13181	
Gm12075	
Gm13185	
Gm42719	
Tcap	TCAP
Tmem167-ps1	
Gm13191	
Gm24686	RNU6-1227P
Gm3203	
Or4c35	OR4C5
Sult2a2	SULT2A1
Vmn1r48	VN1R5
Gm43324	
Gm5714	
Vmn1r-ps31	
Gm20534	
Sparcl1	SPARCL1
Gm12077	
Zbed4-ps2	
Nlrp9c	NLRP9
Gm3810	
Gm12079	
Pnmt	PNMT
C2cd5	C2CD5
Gm23206	RNU2-54P
Gm12080	
Gm11366	
Agtr1a	AGTR1
Jmjd4	JMJD4
Asb17	ASB17
Vav2	VAV2
Gm50234	
Pcdhac1	PCDHAC1
Zfp804b	ZNF804B
Fnbp1l	FNBP1L
Zbed4	ZBED4
Gm24525	RNU12-2P
Tubb4b-ps1	
Gm42598	
Gm42597	
Gm48161	
Dspp	DSPP
Gm11369	
Gm48052	
Sult2a1	SULT2A1
LOC667541	
1810055G02Rik	C11orf24
Gm54740	
Gm48054	
Gm2645	
Gm47413	
Spata31e3	SPATA31E1
Gm43841	
Npr3	NPR3
Sorbs2os	
Tex47	TEX47
Gm45457	
Gm25309	
Kat6b-ps2	
Nqo1	NQO1
Gm54924	
Gm54741	
Tufm	TUFM
Gm8739	
Gm4960	
Rpf2	RPF2
Gm6056	
Gm47554	
Dmp1	DMP1
S1pr3	S1PR3
Gm2141	
Pcdhac2	PCDHAC2
Gm50374	
Gm50375	
Exoc6	EXOC6
Pdlim3	PDLIM3
Erbin	ERBIN
Gm54981	
Gm8802	
Gm54982	
Gm43478	
Dock3	DOCK3
Steap4	STEAP4
Zfp867	ZNF433
Ibsp	IBSP
Mcmdc2	MCMDC2
Gm49634	
Gm25723	
Gm22459	
Gm49637	
Gm49638	
Gm12263	
Pgap3	PGAP3
Gm54592	
Gm5487	
Gm54535	RN7SKP285
Gm49639	
Alg12	ALG12
Gm25853	
Gm46541	
Gm23180	
Gm8881	
Sec11c	SEC11C
Gm22977	RNU6-608P
Gm22977	RNU6-895P
Zpld1	ZPLD1
Ighv1-38	
Gm15731	
Ighv1-39	IGHV1OR15-1
Ighv1-39	IGHV1-2
Ighv1-39	
Gm45512	
Ccdc110	
Mepe	MEPE
Ighv1-40	
Ighv1-41	
Ighv1-42	IGHV1OR15-1
Ighv1-42	IGHV1-2
Ighv1-42	
Txk	TXK
Ighv1-43	IGHV1OR15-1
Ighv1-43	IGHV1-2
Ighv1-43	
Nob1	NOB1
Ighv1-44	
Gm12262	
Ighv1-45	
Sult2a-ps2	
Ighv1-46	
Myo1c	MYO1C
Mir5118	
Tmem167-ps2	
Ighv1-47	IGHV1OR15-1
Ighv1-47	IGHV1-2
Ighv1-47	
Gm23003	
Gm14373	
Gm19771	
Gm14452	
Gm14451	
Sult2a4	SULT2A1
Gm26369	RNU6-1075P
Gm14448	
Gm14450	
Sub1	SUB1
Gm55252	
Nudt11	NUDT11
Ighv8-3	
Ighv8-4	IGHV2-70D
Ighv8-4	IGHV2OR16-5
Ighv8-4	IGHV2-70
Ighv8-4	IGHV2-5
Ighv8-4	IGHV2-26
Smpd4	SMPD4
Ighv1-48	
Rpl19-ps12	
Rpap1	RPAP1
Ighv1-49	IGHV1OR15-1
Ighv1-49	IGHV1-2
Ighv1-49	
Zbed4-ps3	
Gm54638	
Ezhip	
Tmem167-ps3	
Ighv8-5	IGHV2-70D
Ighv8-5	IGHV2OR16-5
Ighv8-5	IGHV2-70
Ighv8-5	IGHV2-5
Ighv8-5	IGHV2-26
Sult2a3	SULT2A1
Gm15878	
Cfap96	CFAP96
Ighv1-50	IGHV1OR15-1
Ighv1-50	IGHV1-2
Ighv1-50	
Creld2	CRELD2
n-R5s2	
Nudt10	NUDT11
Nlrp4a	NLRP4
Ighv1-51	
Gm37786	
Gm54819	
D930020B18Rik	C12orf56
Snord87	SNORD87
Taf7l	TAF7L
Trpc3	TRPC3
Tcf24	TCF24
Ighv1-53	IGHV1OR15-1
Ighv1-53	IGHV1-2
Ighv1-53	
E330040D14Rik	
Sccpdh	SCCPDH
Cyp26c1	CYP26C1
Ighv8-6	IGHV2-70D
Ighv8-6	IGHV2OR16-5
Ighv8-6	IGHV2-70
Ighv8-6	IGHV2-5
Ighv8-6	IGHV2-26
Gm9227	
Ighv1-54	IGHV1OR15-1
Ighv1-54	IGHV1-2
Ighv1-54	
Gm23144	
Pim3	PIM3
Ighv1-55	IGHV1OR15-1
Ighv1-55	IGHV1-2
Ighv1-55	
Cyp26a1	CYP26A1
Gm50256	
F10	F10
Gm50175	
Gm50174	
Grp	GRP
Gm7142	
Ighv1-56	IGHV1OR15-1
Ighv1-56	IGHV1-2
Ighv1-56	
Gm7019	
Ighv8-7	
Gm9066	
Gm9067	
Ighv1-57	
Gm25150	
Gm20621	
Gm50117	
Gm4757	
Gm50118	
Gm50119	
Rax	RAX
Ighv8-8	IGHV2-70D
Ighv8-8	IGHV2OR16-5
Ighv8-8	IGHV2-70
Ighv8-8	IGHV2-5
Ighv8-8	IGHV2-26
Kmt5b	KMT5B
Ighv1-58	IGHV1OR15-1
Ighv1-58	IGHV1-2
Ighv1-58	
Gm12377	
Gm12376	
Gm42994	
Kics2	KICS2
Gm5981	
Phf20l1	PHF20L1
Gm18030	
Plrg1	PLRG1
Ighv1-60	
Raxos1	
Cplx4	CPLX4
Ighv1-61	IGHV1OR15-1
Ighv1-61	IGHV1-2
Ighv1-61	
Gtf3c6	GTF3C6
Lman1	LMAN1
Sult2a-ps3	
Ighv1-62	
Ighv1-62-1	IGHV1OR15-1
Ighv1-62-1	IGHV1-2
Ighv1-62-1	
Gm55088	
Gm17205	
Gm22454	RNU6-271P
Gm17117	
Gm23595	
Gm37511	
Nlrp9a	NLRP9
AA543401	
Gm54864	
Mapkapk3	MAPKAPK3
Gm38184	
Ighv1-62-2	IGHV1OR15-1
Ighv1-62-2	IGHV1-2
Ighv1-62-2	
Bmp15	BMP15
Smg7	SMG7
Gm16410	
Ighv1-62-3	IGHV1OR15-1
Ighv1-62-3	IGHV1-2
Ighv1-62-3	
Gm23124	RNU6-775P
Gm23124	RNU6-221P
Gm23124	U6
Zfp280c	ZNF280C
Ighv8-9	IGHV2-70D
Ighv8-9	IGHV2OR16-5
Ighv8-9	IGHV2-70
Ighv8-9	IGHV2-5
Ighv8-9	IGHV2-26
Gm9236	
Atl1	ATL1
Snord3a	SNORD3D
Snord3a	SNORD3D
A930033M14Rik	
Gm47867	
Amd1	AMD1
Proz	PROZ
Fam118b	FAM118B
Gm17023	
Ufsp2	UFSP2
Ighv1-63	IGHV1OR15-1
Ighv1-63	IGHV1-2
Ighv1-63	
Gm6316	
Gm43717	
Gm10710	
Gm8948	
Gm54657	
Sri	SRI
Dchs2	DCHS2
Gm54658	
Srgap1	SRGAP1
Ighv1-64	IGHV1OR15-1
Ighv1-64	IGHV1-2
Ighv1-64	
Ighv8-10	
Atxn2l	ATXN2L
Gm38096	
Gm54673	
Gm18340	
Rpl28-ps2	
Msh4	MSH4
Sav1	SAV1
Gm50142	
Ccbe1	CCBE1
Ighv1-65	
Gm9238	
Gm19144	
Gm19221	
Ighv8-11	IGHV2-70D
Ighv8-11	IGHV2OR16-5
Ighv8-11	IGHV2-70
Ighv8-11	IGHV2-5
Ighv8-11	IGHV2-26
Gm23579	
Rpl7a-ps2	
Ighv1-66	IGHV1OR15-1
Ighv1-66	IGHV1-2
Ighv1-66	
Ighv1-67	IGHV1OR15-1
Ighv1-67	IGHV1-2
Ighv1-67	
Ighv1-68	
Gm5660	
Gm9245	
Gm6105	
Gm44782	
Ighv1-70	
Mir6388	
Ighv1-71	IGHV1OR15-1
Ighv1-71	IGHV1-2
Ighv1-71	
Ankrd37	ANKRD37
Ttll8	TTLL8
Gm48804	
Ighv1-72	IGHV1OR15-1
Ighv1-72	IGHV1-2
Ighv1-72	
Gm48826	
Gm50143	
Gm48827	
Gm48828	
Mir694	
Gm50148	
Rxylt1	RXYLT1
Gm50153	
Gm20294	
Gm50154	
Ighv8-13	IGHV2-70D
Ighv8-13	IGHV2OR16-5
Ighv8-13	IGHV2-70
Ighv8-13	IGHV2-5
Ighv8-13	IGHV2-26
Pmaip1	PMAIP1
Cish	CISH
Gm9251	
Gm50156	
Gm50157	
Gm50158	
Gm24679	
Gm36092	
Ighv1-73	
Gm50159	
Gm50160	
Gm50161	
Gm54635	
Mc4r	MC4R
Ighv8-14	
Gm17041	
Gm18341	
Gm50165	
Rpusd4	RPUSD4
Pcid2	PCID2
Gm50166	
Gm15730	
Gm19843	
Gm9081	
Ighv1-75	IGHV1OR15-1
Ighv1-75	IGHV1-2
Ighv1-75	
Spp1	SPP1
Gnal	GNAL
Gm48875	
Gm28791	
Cdk19	CDK19
1700040K01Rik	
Ighv8-15	
Kif28	
Ighv1-76	IGHV1OR15-1
Ighv1-76	IGHV1-2
Ighv1-76	
Zfr	ZFR
Ighv8-16	
Gm5614	
Ighv1-77	IGHV1OR15-1
Ighv1-77	IGHV1-2
Ighv1-77	
2610105M22Rik	
Gm47854	
Ighv1-78	IGHV1OR15-1
Ighv1-78	IGHV1-2
Ighv1-78	
Gm7293	
Gm8959	
Hemk1	HEMK1
Gm42643	
Gm5034	
Ighv1-79	
Vmn1r185	
Gm8976	
Col5a2	COL5A2
Gm9256	
Zc3h14	ZC3H14
Gm55117	
Eif3c	EIF3CL
Eif3c	EIF3C
6430571L13Rik	C3orf18
Gm17022	
Wwp2	WWP2
Cyp2b23	
Arhgap20	ARHGAP20
Gm45034	
Snord85	
Gm12971	
Gm48877	
Gm24091	
Gm18671	
Gm23711	
Avpr1a	AVPR1A
Trpm1	TRPM1
Clstn1	CLSTN1
Gm17795	
Gm48878	
Sros1	
Mir6412	
Slc22a16	SLC22A16
Gm42793	
Pkd2	PKD2
Gm24395	
Synpo2	SYNPO2
Gm54550	
Mir1898	
Gm2573	
Gm2581	
Mlc1	MLC1
Gm38211	
Wdfy1	WDFY1
Cdon	CDON
Timm8a1	
Gm43287	
Gm43288	
Gm43283	
Sec24d	SEC24D
Ppm1h	PPM1H
Gm15173	
Gm54648	
Gm8644	
Gm23814	
Gm15171	
Id1	ID1
Gm8648	
Shroom4	SHROOM4
Gm14162	
Cox4i2	COX4I2
Gm55275	
Bcl2l1	BCL2L1
Gm8702	
Gm8258	
Mtmr12	MTMR12
Zfp951	
Abcg3	ABCG2
Nthl1	NTHL1
Vmn1r49	VN1R5
Vmn1r50	VN1R5
Gm50170	
Gm50167	
Gm23512	RNU6-9
Gm23512	RNU6-2
Gm25630	
Gm50169	
Gm54873	
Fdx1	FDX1
Chmp1b	CHMP1B
Sdc3	SDC3
Gm44312	
Mppe1	MPPE1
Gm44306	
Vmn1r51	VN1R5
Smpx	SMPX
Nherf2	NHERF2
Gm24097	RNU6-646P
Gm45900	
Gm43856	
Mir140	MIR140
Gm43855	
Psmd7	PSMD7
Gm5870	
Gbp8	GBP6
Rabggtb	RABGGTB
Rdx	RDX
Gm26716	
Phactr3	PHACTR3
Gm22660	
Etnk1	ETNK1
Col27a1	COL27A1
Gm8940	
Gm54841	
Gm54842	
Cul4a	CUL4A
Impa2	IMPA2
Vmn1r52	VN1R5
Gbp9	GBP6
Mir8104	
A430028G04Rik	
V1ra8	VN1R5
Gm47582	
Ddo	DDO
Vmn1r53	VN1R5
Gm4287	
Vmn1r-ps34	
Polr1a	POLR1A
Cidea	CIDEA
Klhl34	KLHL34
Tubb6	TUBB6
Btk	BTK
Gbp4	GBP6
Gm10555	
Afg3l2	AFG3L2
Ppp1r42	PPP1R42
Mir7065	
Zfhx3	ZFHX3
Cntnap5c	
Gm46497	
Gm54877	
1810049J17Rik	
Zc3h12c	ZC3H12C
Tg	TG
Mirlet7i	MIRLET7I
Mettl24	METTL24
Gm47849	
